-0.75,2.639,9.059,9,9
-0.719,2.799,8.149,20,29
-1.579,3.23,9.059,30,59
-1.579,3.009,10.109,21,80
-1.579,3.009,10.109,9,89
-0.819,2.599,9.639,20,109
-0.829,2.669,9.51,31,140
-1.189,2.889,9.439,19,159
-1.189,2.889,9.439,20,179
-0.899,2.72,9.559,21,200
-0.899,2.72,9.559,9,209
-0.75,2.619,9.3,30,239
-1.009,2.939,9.309,21,260
-1.009,2.939,9.309,9,269
-0.949,2.869,9.469,31,300
-0.819,2.799,9.13,9,309
-0.769,2.889,9.159,30,339
-0.769,2.859,9.42,20,359
-0.599,2.769,9.079,20,379
-0.5,2.819,8.649,21,400
-0.429,2.549,8.929,19,419
-0.429,2.549,8.929,20,439
0.439,1.37,8.559,20,459
-1.399,3.049,8.539,20,479
-1.399,3.049,8.539,21,500
-3.019,4.069,9.939,9,509
-2.539,3.509,9.149,30,539
-1.879,3.299,7.539,20,559
-1.879,3.299,7.539,10,569
-0.799,2.75,8.329,31,600
-1.389,2.75,9.079,9,609
-1.719,2.629,8.84,30,639
-2.029,3.23,7.469,20,659
-2.389,3.439,8.329,20,679
-2.44,3.119,9.429,20,699
-1.319,2.73,10.5,20,719
-1.559,2.599,9.429,20,739
-1.529,2.769,9.05,11,750
-2.789,3.099,10.979,29,779
-3.24,3.549,10.42,21,800
-3.589,3.599,9.92,9,809
-2.369,2.819,9.869,31,840
-2.079,2.25,10.429,10,850
-2.149,2.369,10.01,19,869
-3.009,3.019,9.779,31,900
-3.009,3.019,9.779,9,909
-2.089,2.599,9.489,30,939
-2.089,2.599,9.489,12,951
-1.689,2.379,9.42,19,970
-1.709,2.389,9.569,19,989
-1.709,2.389,9.569,20,1009
-1.509,2.429,9.139,30,1039
-1.049,2.159,7.989,20,1059
-1.429,2.2,10.309,20,1079
-1.449,2.299,8.92,21,1100
-1.259,2.21,9.599,19,1119
-1.199,2.46,9.329,20,1139
-1.199,2.46,9.329,20,1159
-1.159,2.639,9.349,10,1169
-0.849,2.5,8.939,31,1200
-0.669,2.309,9.189,10,1210
-0.829,2.639,9.429,29,1239
-0.539,2.289,9.469,21,1260
-0.539,2.389,9.809,9,1269
-0.74,2.569,9.539,20,1289
-0.219,2.429,9.019,20,1309
-0.62,3.109,8.88,30,1339
-0.62,3.109,8.88,21,1360
-0.979,3.169,9.359,9,1369
-1.509,2.799,7.869,21,1390
-1.1,3.169,8.439,19,1409
-1.09,2.869,8.75,21,1430
-1.09,2.869,8.75,20,1450
-0.989,2.98,9.859,20,1470
-0.389,3.129,9.659,19,1489
-0.389,3.129,9.659,22,1511
0.049,2.97,9.179,18,1529
0.129,2.99,9.329,21,1550
0.07,3.169,9.309,29,1579
1.039,2.97,8.909,10,1589
0.75,3.079,8.71,21,1610
0.579,2.939,9.519,19,1629
0.579,2.939,9.519,21,1650
1.24,2.759,8.979,29,1679
1.079,2.72,8.909,21,1700
1.079,2.72,8.909,10,1710
1.009,2.759,10.09,29,1739
1.159,2.899,10.09,11,1750
0.649,2.5,8.859,19,1769
1.279,2.429,9.279,20,1789
1.409,2.72,9.869,20,1809
