-1.849,8.679,4.269,30,30
-1.939,8.75,4.139,10,40
-2.069,8.729,4.13,20,60
-2.119,8.63,4.19,20,80
-2.099,8.619,4.239,20,100
-1.939,8.579,4.319,20,120
-1.909,8.569,4.329,30,150
-1.929,8.5,4.299,10,160
-1.939,8.489,4.25,20,180
-1.919,8.439,4.259,30,210
-1.909,8.479,4.23,10,220
-1.87,8.519,4.219,20,240
-1.87,8.519,4.219,20,260
-1.99,8.529,4.299,20,280
-1.979,8.559,4.21,20,300
-1.979,8.559,4.21,20,320
-2.029,8.619,4.219,20,340
-2.039,8.63,4.179,30,370
-1.979,8.619,4.239,10,380
-1.959,8.569,4.269,20,400
-1.889,8.55,4.25,30,430
-1.899,8.619,4.239,20,450
-1.969,8.639,4.299,10,460
-2,8.639,4.319,20,480
-2.049,8.59,4.259,20,500
-2.049,8.59,4.259,20,520
-2.079,8.569,4.259,20,540
-2.029,8.599,4.21,20,560
-2.029,8.599,4.21,20,580
-1.949,8.619,4.179,30,610
-1.909,8.609,4.25,10,620
-2.079,8.609,4.279,20,640
-2.009,8.72,4.21,20,660
-2.049,8.659,4.25,20,680
-1.889,8.539,4.269,30,710
-1.86,8.559,4.25,10,720
-1.849,8.579,4.239,20,740
-2.039,8.739,4.21,20,760
-2.039,8.739,4.21,20,780
-1.949,8.479,4.369,30,810
-1.979,8.529,4.21,10,820
-1.959,8.559,4.15,20,840
-1.949,8.63,4.11,30,870
-2.019,8.539,4.25,10,880
-1.969,8.679,4.21,20,900
-1.969,8.679,4.21,20,920
-1.979,8.639,4.21,20,940
-1.879,8.679,4.17,20,960
-1.879,8.679,4.17,20,980
-1.86,8.71,4.179,30,1010
-1.809,8.75,4.219,20,1030
-1.86,8.539,4.349,20,1050
-1.86,8.539,4.349,20,1070
-1.87,8.46,4.309,10,1080
-1.86,8.46,4.289,19,1099
-1.919,8.5,4.23,21,1120
-1.919,8.55,4.179,20,1140
-1.849,8.569,4.23,30,1170
-1.86,8.609,4.25,10,1180
-1.849,8.59,4.219,30,1210
-1.769,8.609,4.139,10,1220
-1.75,8.609,4.139,20,1240
-1.86,8.59,4.219,20,1260
-1.839,8.619,4.15,20,1280
-1.839,8.619,4.15,20,1300
-1.829,8.67,4.11,20,1320
-1.919,8.619,4.159,20,1340
-2.21,8.269,4.739,20,1360
-2.21,8.269,4.739,20,1380
-2.22,7.25,5.44,30,1410
-2.669,7.619,4.73,20,1430
-2.69,8.75,2.619,20,1450
-1.969,8.769,2.22,10,1460
-0.5,8.559,2.089,30,1490
0.289,8.46,2.389,10,1500
0.62,8.439,2.809,20,1520
-0.009,8.359,3.259,30,1550
-0.219,8.479,3.299,10,1560
-1.12,8.479,3.319,30,1590
-1.75,8.489,3.379,10,1600
-2.22,8.539,3.149,20,1620
-2.399,8.96,2.74,20,1640
-2.779,9.3,2.19,30,1670
-3.529,9.659,1.629,20,1690
-3.529,9.659,1.629,21,1711
-4.159,10.029,1.689,9,1720
-3.809,9.699,1.87,20,1740
-0.93,9.649,2.609,30,1770
-0.93,9.649,2.609,10,1780
0.469,9.569,2.819,20,1800
0.469,9.569,2.819,20,1820
1.379,9.729,2.47,20,1840
1.269,10.279,2.299,20,1860
1.269,10.279,2.299,20,1880
-0.289,11.219,1.179,20,1900
-1.469,11.59,0.889,20,1920
-1.469,11.59,0.889,20,1940
-4.139,11.859,0.269,20,1960
-3.98,11.309,0.439,20,1980
